F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
0,470,0,194,160,0,0,155,59,383,2,68,43,0,10,0,0,0,5,0,0,12,2,0,0,0,105,59,8,4,27,100,0,3,10,0,0,0,0,105,4,49,1,115,0,2,0,15,0,0,0,9,22,2,0,3,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,281,6,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,233,121,8,53,11,0,0,218,1,38,124,28,0,0,20,0,58,8,0,23,7,0,0,9409,25,125,109,4,7,32,8,2,0,0,0,0,2,1,497,0,0,0,117,0,0,15,3,4,0,0,0,10,2,0,0,5,0,0,15,0,0,1,0,0,0,1,0,8,0,0,0,4,0,0,104,0,36,0,0,11,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,416,0,195,21,2779,0,0,14,0,0,0,33,0,7,24,132,0,3,0,20,2,3,0,0,505,47,206,17,5,30,14,298,3,8,0,0,196,0,0,5,1268,0,29,0,2,1,0,10,0,2,1,0,1429,0,4,0,0,0,8,4,0,1,0,0,0,56,0,60,0,0,0,88,0,0,0,145,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13022,6507,140,121,0,579,0,150,316,0,3,35,41,1365,0,0,0,37,0,0,0,0,9,0,0,2391,13848,58,5,7,141,6,0,5,21,0,0,0,0,67,349,35,0,148,1,1,36,0,1,9,0,1,4,0,0,7,0,0,0,12,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,3,107,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1395,0,110,0,0,0,2594,29,0,6,0,405,0,24,0,0,666,1,11,7,1,1,0,29,88,68,60,24,22,151,1042,27,0,43,0,7,76,63,0,0,22,0,1,0,0,0,0,4,8,0,0,5,871,0,8,0,0,0,2,2,0,1,0,0,0,1,0,4,0,2,15,2,0,0,0,0,132,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,1,0,4,0,8,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,168,201,0,196,0,1,1697,162,13,374,25,19,3072,14,16,70,26,21,0,15,0,8,0,54,0,0,111,4,30,0,11,0,14,3,0,0,68,0,2912,0,52,0,0,0,0,4,0,0,14,1,1,0,35,5,2772,6,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,7519,0,1266,0,1942,0,47,103,21,7,63,4728,9,0,0,0,82,18,42,0,0,24,0,30,0,39,75,2,47,24,166,196,2,556,0,0,0,40,263,4,7744,0,0,2,8,0,1,3,8,4,7,0,1,13,4228,2,0,2,5,4,0,0,0,0,1,1,0,2,0,2192,0,104,0,0,39,13,0,0,0,10,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,842,187,115,261,59,0,0,109,17,11,11103,0,0,0,0,125,0,3,0,163,0,66,0,0,24,84,611,24,0,8,18,0,3,8,0,9,5,0,0,643,60,0,74,0,0,13,1,0,0,3,0,0,0,0,34,22,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,49,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,2320,52,910,531,871,0,103,0,0,295,0,60,0,1,0,0,25,4,0,2,0,2,0,0,22,17,57,17,17,202,302,0,0,7,0,0,0,0,38,61,42,0,26,17,2,11,15,60,0,0,2,32,0,0,10,0,0,0,6,0,0,1,0,0,0,0,0,6,0,0,79,1,1,0,0,0,2,0,0,1,0,0,0,12,0,196,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,0,116,161,366,0,0,24,158,0,377,84,57,221,156,0,0,119,22,0,9,7,7,0,0,32,93,102,7,8,16,362,0,0,7,0,0,0,0,309,0,28,0,29,0,0,0,0,3,0,0,40,21,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,19,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,153,1532,0,0,0,214,318,0,6,102,19,554,7,899,0,64,0,0,54,10,11,0,0,15,38,158,1,25,20,9,27,2,0,0,0,2,0,0,0,10,0,12,2,0,0,12,1,0,0,0,5,1,0,21,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0,14,121,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,471,110,170,20,0,0,0,300,0,10,0,0,1442,0,0,0,0,11,0,0,24,7,0,53,34,68,48,3,3,10,0,22,2,8,0,0,2,0,0,14,14,0,61,2,18,1,0,0,0,1,1,13,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,88,0,0,15,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,341,790,153,0,0,0,192,11,91,1,0,0,4105,0,0,0,0,1,0,0,0,1,0,0,86,0,146,11,91,10,19,0,2,8,0,0,4,2,5,0,27,0,21,5,0,0,0,0,0,39,0,12,0,0,0,0,0,0,13,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,63,14,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,459,23,216,558,869,0,66,151,1,318,15308,35,11625,109,0,107,177,14,0,0,3,4,0,7,52,111,11,2,19,19,1,21,2,39,0,0,0,1,104,151,46,0,13,13,0,0,0,3,0,4,11,7,0,0,23,0,0,0,44,5,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,8418,704,73,558,14,0,202,37,0,7,102,0,6283,23,0,0,0,24,0,0,5,61,0,45,5,89,0,121,4,0,585,0,4,2,0,0,2,0,0,18,999,0,4,0,1,3,0,16,0,1,10,0,0,0,34,1,2,0,8,0,0,1,0,0,0,0,1,6,0,0,0,685,0,0,72,4,0,0,0,1,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
52,5070,79,247,11,0,0,1651,620,2,0,33,295,0,57,0,0,6,0,0,7,0,0,0,27,81,46,20,18,7,37,300,0,4,8,0,0,0,0,0,0,22,0,501,0,2,3,1,0,0,4,1,3,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,61,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12237,537,122,45,391,18,0,75,41,19,9,24,27,683,0,0,0,6,25,3,9,5,0,0,65,14,114,112,0,13,35,613,0,5,31,1,0,0,0,217,128,97,0,54,0,1,0,0,0,0,2,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,22,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,40,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,213,494,10434,0,0,0,0,223,0,186,103,5,680,0,0,34,489,11,9,40,15,0,0,0,502,62,103,25,23,343,10,0,1,2,0,26,1000,2,0,0,0,0,6,0,2,0,0,32,0,3,0,13,1108,128,10,2,12,0,6,2,0,0,0,0,0,109,0,3,0,0,10,56,0,0,43,4,0,0,0,42,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1257,12,205,10,0,0,0,246,14,10,0,36,5873,52,0,0,0,22,0,0,0,0,0,0,7,41,119,7,26,15,19,22,0,3,0,0,0,0,326,0,60,7,69,0,2,0,0,0,0,4,1,15,0,0,0,0,0,0,5,0,0,1,0,8,0,1,0,2,0,0,3,0,0,0,0,498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,566,21,168,149,0,0,0,229,0,12,0,0,316,1,0,877,0,23,0,871,0,9,0,0,52,110,0,1,6,1286,27,0,0,4,0,0,0,0,0,0,27,2,0,0,1,0,8,3,0,0,1,2268,2,0,33,4,0,0,5,0,0,0,0,0,0,1,0,7,0,0,0,4,0,0,0,17,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,453,49,197,109,23,0,0,40,0,0,55,34,27405,0,0,26,27,6,0,0,0,0,0,0,0,54,18,3,2,18,230,10,2,371,0,0,690,0,1191,0,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,9,9,3,0,0,0,0,788,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,476,0,89,442,23,0,0,174,17,10,30,287,0,6,0,49,100,6,0,9,15,0,0,0,0,47,97,3,8,0,8,0,3,2,0,0,0,0,0,3,63,0,32,0,0,8,0,9,0,0,1,0,0,0,8,16,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3942,287,636,27,24,0,469,73,45,0,21,83,6577,98,0,150,216,23,4,66,0,0,0,0,372,9756,616,8,21,67,25,19,19,0,0,0,1,0,0,6,58,0,26,0,0,0,27,0,1,2,12,0,0,0,0,0,2,2,22,1,0,39,0,0,0,0,8,5,0,45,1551,4,0,0,0,38,122,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,0,0,0,0,0,6,11,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,1,0
832,516,0,8694,0,9,0,285,39,0,1,61,9,0,39,441,0,0,5,4,2,4,4,0,11,67,53,699,4,6,25,25,19,0,7,1,6,3,0,701,4,894,0,47,2,7,0,1,1,0,3,1,0,0,12,0,0,0,0,1,12,0,1,0,0,0,1,0,6,0,44,0,1,0,0,33,2,0,0,0,1,0,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5309,192,200,16,0,0,0,61,6,1,0,45,1236,0,0,73,165,7,0,0,0,0,0,0,0,13848,115,17,0,0,8,0,5,0,0,0,0,0,33,2199,6,0,50,0,1,6,0,0,0,3,1,23,5,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,714,20,151,488,401,0,0,0,0,9,5312,2813,0,31,995,40,51,2,0,140,0,22,0,0,42,23,39,14,11,34,71,0,0,6,2,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,445,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,7503,8,6,0,0,1,0,0,12,0,0,31,0,7,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,112,0,59,544,30,0,567,27,0,8,0,65,43933,0,0,0,3,3,0,0,15,0,0,0,528,103,7013,21,22,30,13,3,7,1,0,0,0,0,25,175,63,0,0,0,1,0,0,1,0,26,11,24,5,0,6,0,0,0,11,8,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1212,189,177,40,0,0,69,273,0,0,72,0,0,0,3670,0,35,6,0,0,0,0,0,0,10,57,85,6,8,1,21,20,4,0,0,0,0,2,7,45,26,0,9,0,0,12,1,1,0,3,6,32,0,1,33,0,0,0,11,0,0,1,0,0,0,0,0,56,0,0,0,6,0,0,5,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,261,107,248,422,747,0,0,282,0,0,0,0,144,1,0,3114,0,16,0,70,0,1,0,0,2176,13848,148,8,22,462,4,0,7,0,0,0,3,0,0,1,21,0,7,0,1,3,0,0,0,3,1,0,2,0,21,0,0,0,14,0,0,0,0,0,0,0,1,0,0,27,1149,5,0,0,0,0,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,757,9,234,57,2763,0,0,281,12,0,60,0,0,34,0,0,0,17,0,21,0,0,0,0,0,11822,143,7,7,1300,5,0,19,27,0,0,0,0,11,0,40,0,100,0,1,3,0,0,26,4,0,0,0,0,8,0,0,0,33,8,0,1,0,0,0,0,0,2,0,4,1,0,0,0,245,0,419,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,316,108,143,46,26,0,0,306,0,4,82,91,704,14,0,1719,0,7,0,13,3,0,0,0,69,60,151,7,4,24,1100,0,1,0,0,0,0,0,11,0,47,0,9,0,4,0,0,0,0,3,1,0,4,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,7,0,53,0,0,31,0,12,0,0,1,0,0,0,26,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,499,83,79,306,221,0,13,679,12,6,37,341,301,26,150,42,199,2,0,0,0,18,0,46,50,66,0,1,17,866,21,32,3,3,0,0,0,0,165,89,24,0,5,4,1,0,0,0,0,5,1,0,7,0,2954,1,0,20,0,10,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,67,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,566,93,36,4,0,0,10,105,0,90,19,84,2991,41,0,0,0,1,8,64,111,1,0,9601,254,14,0,9,8,14,148,0,4,0,0,11,211,0,0,303,57,0,40,0,1,8,6,3,0,1,1,16,867,0,12,3,0,0,0,0,0,1,0,0,0,63,0,4,1,0,0,61,0,0,79,43,3,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,513,37,223,0,0,0,252,24,4,6,108,0,1274,0,0,0,30,6,12,1,0,0,0,0,6,41,144,7,5,25,17,0,2,9,0,10,2,0,2,2,77,9,6,0,0,0,0,1,0,0,1,1376,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,11721,3,150,0,98,1,0,115,217,4,0,105,0,0,0,0,46,0,2,0,9,1,0,27,56,70,0,5,1,33,918,0,6,0,0,0,1,0,0,86,46,5,0,0,2,7,7,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,5,0,1,1,6,0,0,0,54,0,0,0,115,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4284,50,40,1255,3266,0,174,209,15,7,38,0,283,110,0,0,7,22,0,11,0,0,0,0,0,0,152,24,2,22,0,120,6,3,0,91,0,0,29,659,39,0,25,0,0,1,2,0,0,33,0,0,0,10,9,0,0,0,20,0,0,0,1,0,0,0,0,3,1,60,0,0,0,0,25,88,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,40,4,0,0,0,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,279,160,183,175,179,0,0,225,0,111,42,50,1562,0,0,0,949,4,12,14,0,42,0,79,24,62,40,3,7,23,244,0,4,8,0,0,34,2,0,0,6,0,3,0,0,0,0,0,0,3,0,0,3,1,20,0,0,0,9,3,0,1,0,0,0,1,0,6,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,376,26,161,21,0,0,210,242,0,3,0,43,2049,22,0,0,0,28,0,23,0,8,0,58,74,46,95,0,7,43,4,27,0,26,0,14,1,0,14,0,59,0,1,0,1,0,12,0,0,0,0,0,0,7,6,0,0,0,58,0,0,1,0,0,0,0,0,7,0,170,15,2,0,0,16,0,63,0,0,0,0,0,10,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,562,0,5574,42,0,0,24,72,211,0,109,0,0,9,0,9,81,3,34,0,0,0,0,0,24,42,26,3,18,24,12,65,2,0,1,0,0,0,22,0,8922,0,0,3,0,0,0,0,0,0,1,0,0,88,22,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,16,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,14,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
681,0,28,10,0,72,0,1214,117,877,131,0,68,787,0,0,0,60,5,0,21,4,11,0,0,45,54,9,8,7,183,25,76,2,2,0,0,0,0,0,10,84,0,123,11,1,0,0,0,0,4,1,31,0,0,19,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,2,0,0,63,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,22,198,263,129,68,0,189,359,0,8,54,1,1075,7,0,0,0,2,0,58,0,0,0,0,48,111,151,4,7,0,156,10,0,6,0,9,0,0,0,0,68,0,21,0,0,2,2,0,0,0,1,5,21,0,9,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,887,18,0,0,14,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,133,208,177,0,0,141,603,21,2,1,1316,0,158,0,0,7,20,0,56,7,0,0,11,0,91,116,5,5,0,76,0,7,27,0,0,0,0,0,0,69,0,9,0,0,10,0,1,0,3,13,0,13,0,0,10,0,2,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1781,114,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,284,101,63,16,0,0,0,233,0,7,77,55,7464,14,3,0,1725,9,0,14,0,0,0,0,18,51,10,2,4,141,0,15,0,0,0,0,2,0,0,43,68,0,9,0,0,0,0,0,0,37,0,20,0,1,33,9,0,4,2,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,15,5,0,0,1,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,81,159,338,146,0,179,57,0,330,96,0,42407,5,297,3574,18,6,0,25,1,0,1,71,45,46,94,0,25,23,14,0,0,5,1,0,4,1,299,24,15,0,53,2,0,0,14,2,0,0,0,1,22,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,14,18,0,0,0,296,45,0,0,42,0,2,0,0,0,196,0,0,0,0,0,0,0,0,0,2,0,0,15,1,0,0,8,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0
2472,0,39,569,12,4051,0,0,166,2080,111,48,4,3118,0,725,0,118,3,6,0,3,71,0,0,49,31,102,8,18,2,11,119,0,7,0,16,4,0,0,241,53,0,39,0,0,71,0,0,0,0,0,1591,32,0,0,1,0,12,4,16,0,1,0,0,0,0,0,0,0,0,10,4,0,0,0,174,2,0,0,1,0,12,0,0,0,114,0,7,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
149,748,125,242,39,0,0,83,27,0,0,165,0,0,8,0,0,133,0,0,3,0,0,0,299,38,113,138,20,9,218,30,382,20,5,0,1,1,0,0,0,22,0,92,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,4,0,0,55,8,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,810,0,187,542,3392,0,278,226,0,0,0,0,4952,0,0,0,125,0,0,102,0,0,0,72,69,65,74,4,5,36,0,9,12,49,0,0,0,0,0,0,49,0,65,0,1,5,1,0,0,5,1,0,2,0,0,0,0,6,32,0,0,0,0,0,0,0,0,4,0,0,0,6,1,0,97,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,318,158,243,81,0,0,37,26,0,3,0,0,0,63,0,0,243,6,0,7,0,34,0,0,65,35,84,4,8,16,71,0,2,3,0,0,0,0,0,12,43,0,3,0,0,0,1,10,0,2,1,25,0,0,30,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,14,52,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6898,81,252,1889,0,0,0,3,0,7,0,42,0,178,0,19,10,4,0,0,1,0,0,0,45,42,152,146,6,22,22,0,1,9,0,0,163,0,0,0,4,0,4,8,0,1,6,4,0,0,1,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,0,0,0,0,10,0,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,554,8,194,337,0,0,0,275,0,3,0,0,1398,3,0,173,0,21,0,0,3,8,0,0,69,96,0,5,7,20,42,115,4,0,0,0,0,0,83,155,49,0,4,0,1,1,6,8,0,1,1,14,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,7,0,44,0,0,0,0,0,14,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,53,72,89,5,0,0,0,222,19,7,0,31,0,20,3,0,141,7,0,18,0,0,0,68,0,87,97,0,6,41,4,0,5,0,0,0,0,0,0,0,16,0,3,0,2,13,0,1,0,0,0,0,0,0,0,0,0,0,13,5,0,1,0,0,0,0,0,7,0,10,0,45,0,0,0,13,0,0,0,1,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,2321,18,232,483,0,0,0,63,0,0,35,37,0,4,0,0,123,0,0,19,0,0,0,0,30,64,163,22,7,27,24,46,20,8,0,8,1,2,0,0,286,0,45,2,18,14,0,20,0,0,6,0,0,0,0,0,0,30,9,10,0,1,0,0,0,0,0,7,0,0,0,9,0,0,97,0,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
