,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128
287,8629,20968,-62,8517,-11,3328,0,5706,-92,2141,8,969,2979,116419,13,15,5511,26,5,0,-76,17,59,0,-119,6,-208,7,-12,31,-38,253,-42,-24,14,0,-14,-27,4,-54,-42,377,0,4,0,4,2,-1,0,0,28,6,757,-20,11,2209,0,0,-1,7,-1,0,-11,9,176,0,2,0,-57,0,1321,1302,-4,1,3,1300,681,50,0,0,93,0,0,0,-1,-4,-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,303,1119,7,745,327,356,0,524,155,12,37,43,82,7745,234,49,1508,53,-3,0,25,7,26,0,1111,19,810,971,5,5,25,68,54,13,145,10,2,9,1,18,34,105,9,62,9,12,2,1,2,5,7,3,8,-15,0,140,0,0,0,4,3,0,-3,0,61,0,10,0,-7,0,725,127,289,2,1,989,404,59,0,0,3,0,0,0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
289,4260,10962,9,4433,287,2023,0,2955,116,980,44,320,1356,58575,249,36,3357,99,-9,0,-1,10,40,0,258,29,299,387,0,8,55,207,12,6,154,11,-3,-1,-1,21,-71,79,9,63,10,17,2,1,2,3,34,1,385,-11,6,1138,0,0,0,5,1,0,0,3,106,0,10,0,-10,0,899,733,290,8,2,1191,691,64,0,0,45,0,0,1,2,-5,-4,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,130,41,62,1218,1219,251,0,-1524,121,26,13,107,988,6105,0,146,500,-68,-22,0,724,28,33,0,114,-94,-162,67,-10,4,79,51,48,12,-21,0,-49,17,14,93,-42,-355,0,5,0,5,0,-1,2,28,15,0,-39,-42,0,303,0,0,0,3,1,0,-2,-5,-39,0,72,0,1,0,385,91,24,0,-6,-5,278,54,0,0,-1,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,-109,390,3,377,208,183,0,636,141,-14,40,-68,28,1418,239,6,474,41,-2,0,25,2,59,0,-2,-36,-318,10,8,-7,-22,58,53,13,157,12,-11,3,8,31,7,130,11,64,11,16,2,1,1,5,13,2,-27,-17,-2,78,0,0,-1,4,2,0,-6,0,44,0,9,0,-11,0,-501,83,315,3,0,-199,364,15,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,-147,3,36,237,18,-18,0,-223,50,-38,13,263,24,-1326,10,-41,10,66,-3,3,60,0,24,0,147,43,-14,41,5,5,25,5,-27,18,1,0,-47,-1,-3,62,-16,165,0,11,0,-1,2,1,1,-1,-5,0,-86,10,0,39,0,0,0,0,-1,0,0,0,14,0,0,0,-32,0,11,25,-29,3,0,29,-29,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,7302,17872,-27,6869,42,3016,0,4689,29,1679,0,584,2445,94631,14,22,5027,69,-6,2,30,0,33,0,-61,-64,25,195,3,3,17,202,-47,6,12,0,-62,-12,2,67,-76,222,0,2,0,-2,0,0,0,0,9,0,512,-14,10,1921,0,0,-1,4,-2,0,-3,6,205,0,-2,0,-34,0,1069,1073,-17,0,1,1105,645,-32,0,0,69,0,0,-1,-1,-3,16,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,8601,20610,-56,8026,38,3556,0,5659,4,2059,3,601,2874,114456,14,97,5752,35,0,0,-1,8,39,0,-189,-50,-115,75,-3,10,34,244,-48,-8,4,0,-43,-11,-1,46,-20,125,0,2,0,-1,0,0,0,1,34,0,718,-17,13,2224,0,0,-1,3,-2,0,-1,6,183,0,0,0,-20,0,1230,1278,-6,0,1,1095,735,8,0,0,87,0,0,0,0,-2,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1436,4123,39,1854,301,989,0,994,68,284,57,167,394,21541,297,15,1442,91,-6,0,3,20,34,0,232,66,233,233,6,8,80,133,51,8,199,13,0,1,-6,19,-72,-8,12,80,13,22,2,1,2,5,20,2,107,-1,1,400,0,0,0,4,3,0,0,2,50,0,14,0,-14,0,264,308,377,5,0,621,561,73,0,0,16,0,0,2,2,-4,-4,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
296,124,138,37,257,332,360,0,-96,112,-5,60,42,-4,4687,355,0,786,83,-1,0,-25,19,39,0,512,-31,260,206,18,-6,30,94,107,15,242,16,-24,9,0,78,-61,-2,15,97,15,23,3,3,2,7,0,4,87,18,-1,45,0,0,0,5,4,0,-4,0,36,0,12,0,-11,0,225,100,488,6,-2,350,572,86,0,0,2,0,0,0,-1,-3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
297,8465,20576,-24,8671,-15,3169,0,5880,-121,2155,12,1091,2858,119739,12,70,5345,27,16,0,-108,19,71,0,-99,66,-265,76,-17,34,-42,265,-55,-25,5,0,-47,-28,7,-69,-101,456,0,9,0,7,2,0,0,1,39,5,772,-29,10,2237,0,0,0,9,0,0,-16,8,184,0,-1,0,-51,0,1365,1296,-13,6,5,1263,644,52,0,0,94,0,0,0,-2,-5,-13,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,166,655,27,659,309,299,0,-8,81,-41,30,54,22,5597,169,30,1371,68,-3,0,37,12,27,0,1040,22,1044,1089,1,5,87,59,46,0,103,7,13,9,1,45,27,53,6,46,6,7,2,1,1,5,16,1,-26,-18,0,62,0,0,0,3,3,0,-3,0,49,0,9,0,-11,0,776,87,206,-1,1,1023,364,39,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,8559,20743,-54,8205,16,3496,0,5683,-32,2107,5,769,2897,116524,11,110,5718,31,6,0,-37,13,40,0,-218,-31,-187,49,-4,19,16,248,-59,-9,3,0,-31,-13,-5,18,-31,210,0,4,0,1,1,0,0,1,37,2,728,-15,12,2226,0,0,-1,5,-2,0,-4,7,160,0,0,0,-28,0,1242,1283,-12,2,2,1169,696,33,0,0,90,0,0,0,0,-3,-7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1321,2279,179,1087,-17,452,0,1401,44,107,-1,91,231,9497,-9,21,669,42,-9,0,31,0,22,0,34,27,-176,116,-2,5,-36,45,-43,8,-20,0,41,-17,-12,80,-101,8,0,2,0,-3,1,0,0,0,-16,1,-62,-22,0,247,0,0,-1,-2,-2,0,0,4,89,0,1,0,3,0,64,184,-24,5,-1,211,70,-33,0,0,14,0,0,6,2,0,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,179,-130,58,1248,1236,278,0,-1465,130,32,12,110,984,4738,1,144,540,-63,-24,0,739,28,44,0,230,-52,-143,144,-10,7,86,47,50,17,-21,0,-54,15,15,105,-59,-318,0,3,0,5,1,-1,2,28,12,2,-54,-40,0,297,0,0,0,3,0,0,-1,-5,-24,0,73,0,1,0,394,93,19,0,-6,9,282,36,0,0,-2,0,0,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1819,1576,26,2853,857,1382,1,1118,250,-89,65,154,2618,26906,70,-3,2693,209,-23,3,887,-2,106,0,273,-38,48,103,24,31,81,-10,79,31,56,4,-33,6,-14,-14,2035,411,4,12,4,7,0,1,0,22,-38,-7,677,47,1,63,0,0,0,0,-1,0,-7,-7,-13,0,66,0,-3,0,1224,829,64,2,5,528,795,241,0,0,0,0,0,0,-2,1,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,5461,12530,-28,5339,784,2308,0,2635,61,1078,24,477,2097,67387,93,36,3559,55,-11,0,378,23,10,0,79,11,75,141,-9,18,93,173,2,12,18,3,27,17,-7,34,-78,51,3,25,3,11,1,-1,1,17,12,4,418,-25,8,1409,0,0,-1,8,0,0,1,3,31,0,41,0,-11,0,860,787,118,-2,0,1115,625,60,0,0,50,0,0,1,2,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,8453,20706,-47,8649,-31,3163,0,5834,-149,2136,17,1148,2875,117583,10,45,5324,13,17,0,-129,24,71,0,-79,75,-253,73,-17,44,-56,258,-47,-36,8,0,-24,-32,6,-98,-84,465,0,9,0,6,2,-1,0,1,36,7,779,-32,10,2160,0,0,0,10,0,0,-18,9,177,0,1,0,-58,0,1343,1289,-4,5,4,1305,651,64,0,0,93,0,0,0,-1,-5,-14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,8699,20908,-11,8923,199,3620,0,5362,47,2080,15,996,3379,120741,22,67,5906,96,5,2,135,8,69,0,-23,-62,-154,95,-5,16,-9,250,-41,4,22,0,-17,-22,5,-16,320,458,0,5,1,1,1,0,0,4,18,1,891,1,11,2228,0,0,0,8,-2,0,-6,5,200,0,13,0,-39,0,1553,1446,-17,1,5,1325,807,94,0,0,90,0,0,0,-1,-4,-6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,407,108,33,1156,914,112,1,-975,53,-37,0,231,662,2171,-12,49,71,25,-20,1,547,8,44,0,-154,-20,-9,58,-2,13,32,33,14,28,-21,0,-59,12,8,71,-57,20,0,4,0,1,1,0,1,19,13,1,-52,-26,0,239,0,0,0,2,0,0,-1,-3,-1,0,51,0,-39,0,-101,61,-7,6,-1,63,180,14,0,0,-1,0,0,0,-2,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,431,219,157,346,-50,56,0,512,29,-74,-3,82,-27,-1819,-28,78,1,5,-2,0,-6,-8,8,0,-78,41,-329,-123,-7,9,-45,46,-39,5,1,-1,49,-25,-16,96,-116,-13,0,3,0,-6,1,0,0,0,-22,2,-114,-25,-1,56,0,0,0,-3,-2,0,0,4,82,0,5,0,15,0,-289,49,-22,0,0,269,20,-38,0,0,8,0,0,10,2,0,105,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8757,21501,-42,8216,203,3769,0,5775,98,2057,12,600,2966,116413,27,56,7061,33,5,0,-20,13,21,0,895,-23,950,963,-6,24,6,293,-54,-3,1,0,35,1,-6,-3,16,308,0,5,0,-1,0,-1,0,0,39,1,748,-11,13,2290,0,0,-1,4,-1,0,-4,12,196,0,0,0,-24,0,2141,1345,-1,9,5,2419,754,21,0,0,88,0,0,0,0,-4,-5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,5239,12404,11,4910,6,2150,0,3013,12,1226,-8,536,1772,68631,7,-13,3356,48,-4,2,27,-5,27,0,-203,-15,-189,-117,3,0,33,153,-45,8,17,0,-69,-16,-1,80,-93,130,0,1,0,-3,1,0,0,-1,7,-2,328,-9,7,1424,0,0,0,1,-2,0,0,6,174,0,0,0,-30,0,758,776,-20,-2,0,651,499,-31,0,0,51,0,0,0,-1,-2,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,745,194,36,1532,1231,276,0,-1406,96,-18,12,94,827,5584,1,92,583,-19,-20,0,667,24,38,0,471,14,615,669,-6,22,91,38,24,19,-25,0,-34,20,6,64,-30,-80,0,5,0,2,0,-1,2,26,18,2,-44,-39,-1,262,0,0,0,4,1,0,0,-3,-15,0,68,0,-17,0,585,65,16,1,-1,681,308,13,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,590,228,58,1232,1276,52,0,-1413,113,-10,4,178,989,7819,-21,27,278,-52,-7,0,751,12,17,0,-176,-145,-204,-99,-8,2,57,3,9,20,-50,0,-19,25,3,57,-47,-234,0,12,0,7,0,-2,1,31,14,-3,11,-44,-1,271,1,0,-1,4,1,0,-4,-5,-115,0,75,0,9,0,207,21,37,2,-5,5,285,65,0,0,0,0,0,0,0,0,-4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,8557,20767,-30,8205,-2,3485,0,5672,-38,2106,7,818,2876,117183,6,79,5681,17,4,0,-48,10,43,0,-293,2,-284,-27,-12,14,8,254,-63,-11,5,0,-35,-19,-5,14,-76,194,0,4,0,2,0,0,0,0,28,2,722,-16,12,2235,0,0,-1,5,-2,0,-4,6,183,0,0,0,-25,0,1243,1275,-8,0,3,1192,725,25,0,0,89,0,0,0,0,-4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8736,21224,-58,8489,44,3478,0,5653,-31,2133,11,837,2988,116312,17,18,5913,28,1,0,-73,18,55,0,80,-2,70,245,-14,29,-22,261,-48,-19,12,0,11,-17,2,-56,-22,386,0,3,0,3,2,-1,0,0,30,5,767,-17,12,2233,0,0,-1,6,-1,0,-9,9,189,0,1,0,-54,0,1487,1314,-2,2,4,1576,708,33,0,0,92,0,0,0,0,-4,-8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,195,-184,50,1126,765,466,0,98,46,24,73,55,365,3783,324,58,90,34,-20,0,307,34,60,0,-305,88,-694,-521,10,4,48,71,101,8,209,14,-47,0,3,83,-77,0,13,84,13,25,3,1,2,17,20,6,31,-3,-1,184,0,0,0,9,3,0,-3,-2,-43,0,42,0,-17,0,-421,84,457,5,-3,-247,606,66,0,0,1,0,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
315,309,-243,57,1498,1045,418,0,-396,40,22,67,32,645,3803,264,74,-427,-6,-25,0,517,37,67,0,-716,95,-1159,-882,6,7,47,61,92,15,170,12,-65,4,2,94,-94,-50,11,70,11,22,2,0,3,24,20,7,10,-18,-2,264,0,0,0,9,3,0,-1,-3,-54,0,61,0,-23,0,-746,78,404,4,-4,-609,597,42,0,0,0,0,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
316,8451,20592,-17,8190,0,3437,0,5712,-17,2112,7,815,2851,116428,9,75,5616,23,3,0,-46,11,51,0,-245,13,-266,15,-16,12,28,254,-67,-11,1,0,-29,-19,-3,16,-70,214,0,4,0,2,0,0,0,0,35,2,724,-16,11,2209,0,0,0,5,-2,0,-4,5,177,0,-1,0,-28,0,1255,1271,-9,1,4,1199,690,33,0,0,89,0,0,0,0,-5,-7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,6637,16401,-23,6261,96,2859,0,4597,72,1525,11,398,2122,86987,28,85,4973,57,0,0,3,13,30,0,260,-59,422,561,-2,11,21,197,-36,4,5,1,-26,0,-5,30,-48,164,1,9,1,2,0,0,0,1,32,0,516,-14,10,1704,0,0,0,3,-2,0,-3,6,175,0,0,0,-8,0,1153,987,16,3,3,1359,592,2,0,0,63,0,0,0,0,-3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,8075,19750,-32,7673,188,3444,0,5069,151,1942,19,477,2666,107617,96,95,6004,81,-5,0,3,6,39,0,289,-52,407,566,-8,11,30,271,-58,6,39,3,-9,-1,-4,-2,-39,245,2,22,3,5,0,0,0,0,48,0,701,-15,11,2118,0,0,-1,6,0,0,-2,7,190,0,2,0,-10,0,1510,1256,70,7,4,1775,759,25,0,0,81,0,0,-1,0,-5,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,8475,20576,-42,8363,30,3325,0,5726,-71,2094,13,867,2842,116306,12,98,5623,30,8,0,-88,18,51,0,-86,-8,-32,187,-6,30,-21,253,-64,-18,7,0,-11,-18,0,-41,-37,335,0,7,0,4,1,-1,0,1,47,3,742,-24,11,2198,0,0,0,6,-1,0,-10,9,176,0,0,0,-44,0,1420,1272,-11,6,4,1381,678,32,0,0,90,0,0,1,-1,-4,-9,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,8319,20399,-11,8529,-26,3138,0,5588,-78,2115,12,1140,2850,119674,15,45,5238,45,10,2,-68,12,65,0,-157,120,-282,27,-25,24,-59,264,-73,-8,8,0,-48,-33,3,-70,-128,475,0,7,0,5,2,0,0,0,31,7,752,-23,10,2236,0,0,0,10,-1,0,-13,6,205,0,-3,0,-55,0,1378,1300,-16,5,5,1361,626,64,0,0,93,0,0,0,-2,-6,-12,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,8467,20843,-25,8711,-23,3206,0,5945,-133,2156,11,1160,2902,119513,13,50,5386,31,17,1,-95,20,74,0,-111,79,-273,74,-12,36,-45,272,-61,-24,11,0,-55,-30,6,-62,-113,477,0,9,0,6,2,0,0,1,33,5,747,-25,10,2241,0,0,0,10,-1,0,-16,9,183,0,-1,0,-60,0,1382,1301,-17,9,5,1299,642,53,0,0,94,0,0,0,-3,-5,-14,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,8945,21473,-59,8590,258,3647,0,5392,-21,2072,4,795,3175,118234,18,50,6042,50,-4,0,82,13,41,0,-247,-17,90,235,-8,18,27,266,-71,0,3,0,0,-4,-1,-2,-11,289,0,3,0,2,1,-1,0,3,40,3,730,-22,11,2353,0,0,-1,8,-2,0,-4,10,149,0,7,0,-63,0,1440,1306,1,2,5,1596,736,28,0,0,91,0,0,0,-1,-5,-6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,4835,11149,79,4329,-16,1986,0,3202,21,1075,0,366,1483,60200,-4,15,3169,23,-6,-1,3,1,25,0,-73,-37,-209,14,-4,1,0,126,-20,2,-1,0,-6,-15,-5,69,-98,28,0,1,0,-3,0,0,-1,0,-5,-1,273,-21,6,1216,0,0,-1,0,-2,0,0,7,166,0,1,0,1,0,608,692,-17,0,0,575,461,-31,0,0,45,0,0,0,1,-2,56,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,8348,20484,-39,8036,268,3320,0,4662,-43,2018,-1,679,2969,114231,6,54,5458,56,-4,0,104,1,27,0,-230,-170,-225,-164,-10,15,10,223,-20,8,0,0,-17,4,1,-26,-76,301,0,6,0,5,2,-1,0,5,11,1,772,-26,12,2248,1,0,-1,5,0,0,-6,6,161,0,6,0,-37,0,1087,1227,1,0,5,1182,693,32,0,0,84,0,0,0,-1,-3,-5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8538,20928,-47,8287,4,3463,0,5926,-64,2107,11,848,2881,117169,9,93,5705,22,10,0,-48,17,49,0,-191,5,-207,61,-8,24,9,254,-57,-17,4,0,-31,-17,-3,-6,-49,245,0,6,0,2,1,0,0,1,35,3,746,-20,12,2207,0,0,-1,6,-2,0,-8,6,167,0,0,0,-32,0,1264,1283,-6,4,3,1200,697,41,0,0,89,0,0,0,0,-4,-9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,8362,20429,4,8281,41,3261,0,5739,-55,2107,12,867,2795,114746,15,42,5365,40,2,0,-46,9,48,0,-52,-86,-193,10,-11,21,4,236,-38,-13,14,0,26,-21,10,-52,-54,367,0,9,0,3,2,-1,0,0,26,1,762,-31,11,2181,1,0,0,8,0,0,-10,8,206,0,-1,0,-38,0,1306,1285,-13,6,4,1213,664,25,0,0,89,0,0,0,-1,-4,-9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,8659,20743,-52,7991,52,3597,0,5608,11,2029,5,563,2854,113817,11,88,5857,32,-2,0,-6,6,34,0,-168,-57,-11,137,-1,9,26,243,-48,-6,8,0,-37,-11,-1,43,-29,111,0,2,0,-2,0,0,0,0,30,0,704,-19,13,2225,0,0,-1,3,-2,0,-1,7,204,0,0,0,-18,0,1281,1270,-3,0,1,1206,769,-8,0,0,85,0,0,0,0,-2,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1814,5082,8,2138,176,980,0,1579,102,430,36,105,624,26744,193,33,1843,50,-6,0,11,8,43,0,156,-37,-82,169,4,-2,-20,103,28,13,133,9,-14,-2,-1,24,-17,121,8,53,9,12,1,1,1,3,20,2,120,-11,1,543,0,0,-1,3,1,0,-4,2,87,0,6,0,-19,0,18,344,249,3,1,341,462,17,0,0,20,0,0,0,0,-4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,86,-254,44,-128,339,339,0,-409,97,21,62,142,-14,5178,356,-58,878,97,-6,0,-58,22,25,0,491,-76,350,210,23,-12,24,95,102,18,220,16,-17,10,-3,113,-112,-54,15,92,15,22,3,3,2,6,18,8,201,38,-1,35,0,0,0,6,3,0,-4,3,22,0,10,0,-10,0,400,90,497,6,-1,500,596,92,0,0,3,0,0,0,-3,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
330,686,178,38,1539,1216,265,1,-1358,110,-36,8,155,801,4413,6,79,635,6,-21,1,667,22,40,0,537,51,711,722,-3,22,77,42,20,27,-19,0,-51,18,9,75,-58,0,0,5,0,2,1,-1,2,25,9,2,-65,-32,-1,280,-1,0,0,4,1,0,0,-3,8,0,66,0,-31,0,622,78,4,3,-1,736,283,5,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,320,147,46,1228,1204,195,1,-1798,96,25,0,258,941,5537,-2,71,158,-19,-17,1,732,17,33,0,19,-55,-89,25,-6,10,92,43,22,19,-17,0,-56,17,9,96,-66,-219,0,6,0,4,1,-1,2,27,3,0,-39,-30,0,296,0,0,0,3,1,0,-1,-5,-37,0,73,0,-17,0,197,79,4,0,-5,-8,258,58,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,8490,20764,-30,8369,-9,3362,0,5872,-78,2129,11,924,2859,118157,8,87,5575,24,12,0,-77,18,55,0,-181,14,-249,41,-13,25,-1,255,-59,-18,0,0,-32,-20,-2,-22,-76,300,0,7,0,5,1,0,0,1,37,3,753,-22,11,2220,0,0,0,7,-1,0,-9,7,170,0,-1,0,-34,0,1283,1279,-10,3,4,1222,674,44,0,0,91,0,0,0,-1,-4,-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,501,321,39,1414,1264,242,1,-1482,108,-12,7,161,931,5558,2,84,408,-9,-21,1,747,20,43,0,256,-6,205,304,-6,10,89,43,29,24,-17,0,-43,19,14,87,-54,-155,0,6,0,4,1,-1,2,28,6,1,-58,-35,-1,300,0,0,0,4,1,0,-1,-5,-16,0,74,0,-20,0,391,82,6,2,-4,214,288,39,0,0,-2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
